guide	group	tc_id	description
ADMIN-PORTAL	H — Trades	ADM-TC-H04	Subscription Context section
ADMIN-PORTAL	H — Trades	ADM-TC-H05	External References (Stripe PI/refund + SP ledger IDs)
ADMIN-PORTAL	H — Trades	ADM-TC-H06	Sales Tax line in monetary breakdown
ADMIN-PORTAL	I — Disputes	ADM-TC-I01	Dispute queue + SLA highlighting
ADMIN-PORTAL	I — Disputes	ADM-TC-I02	Mark dispute under review
ADMIN-PORTAL	I — Disputes	ADM-TC-I03	Resolve dispute — Complete
ADMIN-PORTAL	I — Disputes	ADM-TC-I04	Resolve dispute — Refund
ADMIN-PORTAL	I — Disputes	ADM-TC-I05	Filter-tab click behavior (All/Reported/Under Review)
ADMIN-PORTAL	J — Tax Admin	ADM-TC-J01	Tax admin entry points (cross-ref TradeFlow Group P)
ADMIN-PORTAL	K — Payouts	ADM-TC-K01	Payout fee configuration + test breakdown
ADMIN-PORTAL	K — Payouts	ADM-TC-K02	Payouts management list, stats, filters
ADMIN-PORTAL	K — Payouts	ADM-TC-K03	Retry failed payout (confirmation)
ADMIN-PORTAL	L — SP Economy / Analytics / Wallet	ADM-TC-L01	SP Economy hub tabs (Health/Flow/Rules)
ADMIN-PORTAL	L — SP Economy / Analytics / Wallet	ADM-TC-L02	SP Analytics dashboard + CSV export
ADMIN-PORTAL	L — SP Economy / Analytics / Wallet	ADM-TC-L03	SP Wallet admin — economy metrics + search
ADMIN-PORTAL	L — SP Economy / Analytics / Wallet	ADM-TC-L04	SP adjustment (credit/deduct) with reason
ADMIN-PORTAL	L — SP Economy / Analytics / Wallet	ADM-TC-L05	Freeze / unfreeze / suspend wallet
ADMIN-PORTAL	L — SP Economy / Analytics / Wallet	ADM-TC-L06	SP Wallet entry points — home card, summary metrics, sidebar link
ADMIN-PORTAL	L — SP Economy / Analytics / Wallet	ADM-TC-L07	SP Wallet state RPC — get_user_sp_wallet_summary returns wallet_state
ADMIN-PORTAL	L — SP Economy / Analytics / Wallet	ADM-TC-L08	SP Wallet warning banners (mobile) — frozen/suspended/grace
ADMIN-PORTAL	M — Subscriptions Admin	ADM-TC-M01	Grace period config (days + reminders)
ADMIN-PORTAL	M — Subscriptions Admin	ADM-TC-M02	Subscriptions list, filters, metrics
ADMIN-PORTAL	M — Subscriptions Admin	ADM-TC-M03	Extend / cancel / reactivate
ADMIN-PORTAL	M — Subscriptions Admin	ADM-TC-M04	Reactivate button (confirm + mobile reflection)
ADMIN-PORTAL	M — Subscriptions Admin	ADM-TC-M05	Metrics cards (MRR/churn/trial)
ADMIN-PORTAL	M — Subscriptions Admin	ADM-TC-M06	"""free"" status filter"
ADMIN-PORTAL	N — Referrals Admin	ADM-TC-N01	Referral configuration tab
ADMIN-PORTAL	N — Referrals Admin	ADM-TC-N02	Referral analytics tab
ADMIN-PORTAL	N — Referrals Admin	ADM-TC-N03	5 SP fields + 3 toggles
ADMIN-PORTAL	N — Referrals Admin	ADM-TC-N04	"""Missing configuration"" warning"
ADMIN-PORTAL	O — ID Badge Verification	ADM-TC-O01	ID badge queue + stats + status filter
ADMIN-PORTAL	O — ID Badge Verification	ADM-TC-O02	Review request — approve
ADMIN-PORTAL	O — ID Badge Verification	ADM-TC-O03	Review request — reject with reason
ADMIN-PORTAL	O — ID Badge Verification	ADM-TC-O04	Request details (screenshot deleted note)
ADMIN-PORTAL	O — ID Badge Verification	ADM-TC-O05	Message templates edit
ADMIN-PORTAL	P — Badges & Sandbox	ADM-TC-P01	Badge management list + toggle
ADMIN-PORTAL	P — Badges & Sandbox	ADM-TC-P02	Create/edit/delete badge
ADMIN-PORTAL	P — Badges & Sandbox	ADM-TC-P03	Manual award badge
ADMIN-PORTAL	P — Badges & Sandbox	ADM-TC-P04	Badge sandbox event simulation
ADMIN-PORTAL	Q — Review Moderation	ADM-TC-Q01	Reported reviews list + reason filter
ADMIN-PORTAL	Q — Review Moderation	ADM-TC-Q02	Hide review (confirmation)
ADMIN-PORTAL	Q — Review Moderation	ADM-TC-Q03	Approve review (unhide + delete reports)
ADMIN-PORTAL	Q — Review Moderation	ADM-TC-Q04	Status filter dropdown
ADMIN-PORTAL	Q — Review Moderation	ADM-TC-Q05	Sort-by dropdown
ADMIN-PORTAL	Q — Review Moderation	ADM-TC-Q06	Search input
ADMIN-PORTAL	R — Education & FAQ CMS	ADM-TC-R01	Education sections/examples/analytics
ADMIN-PORTAL	R — Education & FAQ CMS	ADM-TC-R02	FAQ management (questions/categories/analytics)
ADMIN-PORTAL	R — Education & FAQ CMS	ADM-TC-R03	Publish FAQ / education content
ADMIN-PORTAL	S — Support Messages	ADM-TC-S01	Support inbox + unread filter
ADMIN-PORTAL	S — Support Messages	ADM-TC-S02	Support detail + mark as read
ADMIN-PORTAL	T — Analytics	ADM-TC-T01	Revenue & Analytics dashboard
ADMIN-PORTAL	T — Analytics	ADM-TC-T02	Notification analytics (category/type/variant)
ADMIN-PORTAL	U — Audit Logs	ADM-TC-U01	Audit logs view
ADMIN-PORTAL	V — Monitoring & Cron	ADM-TC-V01	Monitoring run + alerts (acknowledge/note)
ADMIN-PORTAL	V — Monitoring & Cron	ADM-TC-V02	Cron jobs status + run history + timezone
ADMIN-PORTAL	W — Sidebar Navigation	ADM-TC-W01	Sidebar grouped into 7 labeled sections
ADMIN-PORTAL	W — Sidebar Navigation	ADM-TC-W02	Expand / collapse a section via label + chevron
ADMIN-PORTAL	W — Sidebar Navigation	ADM-TC-W03	Section state persists per admin across sessions
ADMIN-PORTAL	W — Sidebar Navigation	ADM-TC-W04	Active route auto-expands its parent section
ADMIN-PORTAL	W — Sidebar Navigation	ADM-TC-W05	Active/inactive item styling + label typography
ADMIN-PORTAL	W — Sidebar Navigation	ADM-TC-W06	Collapsed icon rail shows all destinations
ADMIN-PORTAL	W — Sidebar Navigation	ADM-TC-W07	All previous nav destinations still reachable
ADMIN-PORTAL	X — Action Center	ADM-TC-X01	Action Center page loads aggregated cards
ADMIN-PORTAL	X — Action Center	ADM-TC-X02	Same-type items bundled with count
ADMIN-PORTAL	X — Action Center	ADM-TC-X03	Severity tags (Urgent/Routine)
ADMIN-PORTAL	X — Action Center	ADM-TC-X04	Expand card drills into item list
ADMIN-PORTAL	X — Action Center	ADM-TC-X05	Inline approve flagged item
ADMIN-PORTAL	X — Action Center	ADM-TC-X06	Inline mark dispute under review
ADMIN-PORTAL	X — Action Center	ADM-TC-X07	Inline retry failed payout (confirmation)
ADMIN-PORTAL	X — Action Center	ADM-TC-X08	"Empty state ""All caught up"""
ADMIN-PORTAL	X — Action Center	ADM-TC-X09	Sidebar pinned nav item + live count badge
ADMIN-PORTAL	X — Action Center	ADM-TC-X10	Header bell opens Action Center + badge
ADMIN-PORTAL	X — Action Center	ADM-TC-X11	Config drift card lists out-of-range settings
ADMIN-PORTAL	X — Action Center	ADM-TC-X12	Dashboard embeds top-5 Action Center cards + View all link
ADMIN-PORTAL	X — Action Center	ADM-TC-X13	Cancellation Insights card drill
ADMIN-PORTAL	X — Action Center	ADM-TC-X14	/cancellation-insights full page
ADMIN-PORTAL	Y — Command Palette & Global Search	ADM-TC-Y01	⌘K / Ctrl+K opens the palette from any page
ADMIN-PORTAL	Y — Command Palette & Global Search	ADM-TC-Y02	Header search bar opens the palette
ADMIN-PORTAL	Y — Command Palette & Global Search	ADM-TC-Y03	Parallel search across 4 entity types with grouped labels
ADMIN-PORTAL	Y — Command Palette & Global Search	ADM-TC-Y04	Breadcrumb context per result row
ADMIN-PORTAL	Y — Command Palette & Global Search	ADM-TC-Y05	Input debounced ~200ms
ADMIN-PORTAL	Y — Command Palette & Global Search	ADM-TC-Y06	"Top 5 per group + ""See all N results"" expansion"
ADMIN-PORTAL	Y — Command Palette & Global Search	ADM-TC-Y07	"Footer ""View all in <domain>"" → prefilled list page"
ADMIN-PORTAL	Y — Command Palette & Global Search	ADM-TC-Y08	Selecting a result navigates directly
ADMIN-PORTAL	Y — Command Palette & Global Search	ADM-TC-Y09	Keyboard navigation (↑/↓/↵/Esc) + focus trap
ADMIN-PORTAL	Y — Command Palette & Global Search	ADM-TC-Y10	Non-admin rejected (permission scoping)
ADMIN-PORTAL	Y — Command Palette & Global Search	ADM-TC-Y11	Secret settings values never shown
ADMIN-PORTAL	Y — Command Palette & Global Search	ADM-TC-Y12	Empty + no-results states
ADMIN-PORTAL	Z — Dashboard Health Strip	ADM-TC-Z01	Health strip renders below title, above Action Center
ADMIN-PORTAL	Z — Dashboard Health Strip	ADM-TC-Z02	Six indicators with colored dots + labels + values
ADMIN-PORTAL	Z — Dashboard Health Strip	ADM-TC-Z03	Dot color reflects configurable thresholds
ADMIN-PORTAL	Z — Dashboard Health Strip	ADM-TC-Z04	Clicking an indicator navigates to its detail page
ADMIN-PORTAL	Z — Dashboard Health Strip	ADM-TC-Z05	Failed Payouts deep-link pre-filters to failed
ADMIN-PORTAL	Z — Dashboard Health Strip	ADM-TC-Z06	Thresholds tunable via /config (health) without code change
ADMIN-PORTAL	Z — Dashboard Health Strip	ADM-TC-Z07	Dashboard embeds Action Center below the strip
ADMIN-PORTAL	N2 — Idempotency & Audit (Cross-Cutting)	ADM-TC-N2	Financial audit journal viewable per trade
ADMIN-PORTAL	N2 — Idempotency & Audit (Cross-Cutting)	ADM-TC-N2	Admin SP adjustment — double-click cannot double-credit
ADMIN-PORTAL	N2 — Idempotency & Audit (Cross-Cutting)	ADM-TC-N2	Duplicate refund attempt rejected (no double refund)
ADMIN-PORTAL	N2 — Idempotency & Audit (Cross-Cutting)	ADM-TC-N2	Payout — single row per trade, single transfer
ADMIN-PORTAL	N2 — Idempotency & Audit (Cross-Cutting)	ADM-TC-N2	Financial Audit screen accessible from sidebar + renders
ADMIN-PORTAL	N2 — Idempotency & Audit (Cross-Cutting)	ADM-TC-N2	Financial Audit — search & filters
ADMIN-PORTAL	N2 — Idempotency & Audit (Cross-Cutting)	ADM-TC-N2	Financial Audit — row details, trade link, amount formatting
ADMIN-PORTAL	N2 — Idempotency & Audit (Cross-Cutting)	ADM-TC-N2	Financial Audit — summary strip reconciles with journal
SUBSCRIPTIONS-PAYOUTS-SPWALLET	A — Plans & Comparison	SUB-TC-A01	Subscription Plans screen — Free vs Kids Club+ cards
SUBSCRIPTIONS-PAYOUTS-SPWALLET	A — Plans & Comparison	SUB-TC-A02	Plan Comparison table — feature-by-feature + POPULAR badge
SUBSCRIPTIONS-PAYOUTS-SPWALLET	A — Plans & Comparison	SUB-TC-A03	Dynamic pricing & fees pulled from admin config
SUBSCRIPTIONS-PAYOUTS-SPWALLET	A — Plans & Comparison	SUB-TC-A04	"Current plan reflected (button disabled / ""Current Plan"")"
SUBSCRIPTIONS-PAYOUTS-SPWALLET	A — Plans & Comparison	SUB-TC-A05	Kids Club+ Overview screen by subscription status
SUBSCRIPTIONS-PAYOUTS-SPWALLET	B — Start Trial & Payment	SUB-TC-B01	Start free trial from Plans → payment screen
SUBSCRIPTIONS-PAYOUTS-SPWALLET	B — Start Trial & Payment	SUB-TC-B02	"Payment screen benefits + pricing + ""Due today $0.00"" (trial)"
SUBSCRIPTIONS-PAYOUTS-SPWALLET	B — Start Trial & Payment	SUB-TC-B03	Complete Stripe payment → Success screen
SUBSCRIPTIONS-PAYOUTS-SPWALLET	B — Start Trial & Payment	SUB-TC-B04	Trial already used — blocked with support/subscribe options
SUBSCRIPTIONS-PAYOUTS-SPWALLET	B — Start Trial & Payment	SUB-TC-B05	Trial disabled globally — Free tier only
SUBSCRIPTIONS-PAYOUTS-SPWALLET	B — Start Trial & Payment	SUB-TC-B06	Continue Kids Club+ (mid-trial) urgency + benefits
SUBSCRIPTIONS-PAYOUTS-SPWALLET	B — Start Trial & Payment	SUB-TC-B07	Referred user warned about bonus loss before choosing Free
SUBSCRIPTIONS-PAYOUTS-SPWALLET	B — Start Trial & Payment	SUB-TC-B08	Admin changes trial-limit config → trial CTA updates
SUBSCRIPTIONS-PAYOUTS-SPWALLET	B — Start Trial & Payment	SUB-TC-B09	Cancel Stripe payment sheet — no error, retry available
SUBSCRIPTIONS-PAYOUTS-SPWALLET	B — Start Trial & Payment	SUB-TC-B10	Card declined — clear error + retry
SUBSCRIPTIONS-PAYOUTS-SPWALLET	B — Start Trial & Payment	SUB-TC-B11	Re-subscribe reuses saved payment method (1-click)
SUBSCRIPTIONS-PAYOUTS-SPWALLET	B — Start Trial & Payment	SUB-TC-B12	Network error during payment — retry succeeds
SUBSCRIPTIONS-PAYOUTS-SPWALLET	B — Start Trial & Payment	SUB-TC-B13	Apple Pay / Google Pay payment
SUBSCRIPTIONS-PAYOUTS-SPWALLET	C — Manage & Cancel	SUB-TC-C01	My Subscription screen — paid member view
SUBSCRIPTIONS-PAYOUTS-SPWALLET	C — Manage & Cancel	SUB-TC-C02	My Subscription quick menu (Billing / Payment / Help)
SUBSCRIPTIONS-PAYOUTS-SPWALLET	C — Manage & Cancel	SUB-TC-C03	Manage Kids Club+ — status, next billing, days remaining
SUBSCRIPTIONS-PAYOUTS-SPWALLET	C — Manage & Cancel	SUB-TC-C04	"Cancel flow — retention screen ""Keep My Benefits"""
SUBSCRIPTIONS-PAYOUTS-SPWALLET	C — Manage & Cancel	SUB-TC-C05	Cancel reason modal + final confirmation
SUBSCRIPTIONS-PAYOUTS-SPWALLET	C — Manage & Cancel	SUB-TC-C06	Cancelled subscription stays active until period end
SUBSCRIPTIONS-PAYOUTS-SPWALLET	C — Manage & Cancel	SUB-TC-C07	Auto-renew toggle / update payment method
SUBSCRIPTIONS-PAYOUTS-SPWALLET	C — Manage & Cancel	SUB-TC-C08	Manage Kids Club+ free/no-subscription state
SUBSCRIPTIONS-PAYOUTS-SPWALLET	C — Manage & Cancel	SUB-TC-C09	Manage Kids Club+ expired state
SUBSCRIPTIONS-PAYOUTS-SPWALLET	C — Manage & Cancel	SUB-TC-C10	My Subscription free-user state
SUBSCRIPTIONS-PAYOUTS-SPWALLET	C — Manage & Cancel	SUB-TC-C11	"My Subscription ""Learn More"" link"
SUBSCRIPTIONS-PAYOUTS-SPWALLET	C — Manage & Cancel	SUB-TC-C12	"My Subscription ""Member Since"" value (latent bug)"
SUBSCRIPTIONS-PAYOUTS-SPWALLET	D — Renewal, Grace & Expiry	SUB-TC-D01	Grace period banner + SP wallet frozen warning
SUBSCRIPTIONS-PAYOUTS-SPWALLET	D — Renewal, Grace & Expiry	SUB-TC-D02	Re-subscribe from grace period
SUBSCRIPTIONS-PAYOUTS-SPWALLET	D — Renewal, Grace & Expiry	SUB-TC-D03	Subscription Expired screen — benefits lost + Renew
SUBSCRIPTIONS-PAYOUTS-SPWALLET	D — Renewal, Grace & Expiry	SUB-TC-D04	"Renew (isRenewal) — payment screen ""Due today"" = full price"
SUBSCRIPTIONS-PAYOUTS-SPWALLET	D — Renewal, Grace & Expiry	SUB-TC-D05	Reactivate from cancelled state
SUBSCRIPTIONS-PAYOUTS-SPWALLET	D — Renewal, Grace & Expiry	SUB-TC-D06	Subscription event notifications (trial reminders, renewal, failure)
SUBSCRIPTIONS-PAYOUTS-SPWALLET	D — Renewal, Grace & Expiry	SUB-TC-D07	Grace reminder notifications follow configured thresholds
SUBSCRIPTIONS-PAYOUTS-SPWALLET	E — Billing History & Status	SUB-TC-E01	Billing History list — records, status badges, amounts
SUBSCRIPTIONS-PAYOUTS-SPWALLET	E — Billing History & Status	SUB-TC-E02	Billing History empty state
SUBSCRIPTIONS-PAYOUTS-SPWALLET	E — Billing History & Status	SUB-TC-E03	Failed charge shows error message
SUBSCRIPTIONS-PAYOUTS-SPWALLET	E — Billing History & Status	SUB-TC-E04	Subscription Status screen — Stripe IDs + period + retries
SUBSCRIPTIONS-PAYOUTS-SPWALLET	F — Payout Dashboard & Earnings	SUB-TC-F01	Payout Dashboard hero (SP balance + AUD equivalent)
SUBSCRIPTIONS-PAYOUTS-SPWALLET	F — Payout Dashboard & Earnings	SUB-TC-F02	Payout method section (add vs existing)
SUBSCRIPTIONS-PAYOUTS-SPWALLET	F — Payout Dashboard & Earnings	SUB-TC-F03	Payout history list (completed / pending)
SUBSCRIPTIONS-PAYOUTS-SPWALLET	F — Payout Dashboard & Earnings	SUB-TC-F04	Seller Earnings screen — totals, pending, payout breakdown
SUBSCRIPTIONS-PAYOUTS-SPWALLET	F — Payout Dashboard & Earnings	SUB-TC-F05	Seller Earnings empty state
SUBSCRIPTIONS-PAYOUTS-SPWALLET	F — Payout Dashboard & Earnings	SUB-TC-F06	Pending earnings release follows admin-configured delay
SUBSCRIPTIONS-PAYOUTS-SPWALLET	F — Payout Dashboard & Earnings	SUB-TC-F07	Seller Earnings error state + Retry
SUBSCRIPTIONS-PAYOUTS-SPWALLET	F — Payout Dashboard & Earnings	SUB-TC-F08	Seller Earnings Load More pagination
SUBSCRIPTIONS-PAYOUTS-SPWALLET	G — Payout Methods & Verification	SUB-TC-G01	Add Stripe Connect payout method (onboarding)
SUBSCRIPTIONS-PAYOUTS-SPWALLET	G — Payout Methods & Verification	SUB-TC-G02	Add PayPal / Venmo payout method
SUBSCRIPTIONS-PAYOUTS-SPWALLET	G — Payout Methods & Verification	SUB-TC-G03	Add Bank ACH payout method
SUBSCRIPTIONS-PAYOUTS-SPWALLET	G — Payout Methods & Verification	SUB-TC-G04	Set primary method / delete method (confirmation)
SUBSCRIPTIONS-PAYOUTS-SPWALLET	G — Payout Methods & Verification	SUB-TC-G05	Unverified method blocks payout
SUBSCRIPTIONS-PAYOUTS-SPWALLET	G — Payout Methods & Verification	SUB-TC-G06	"requires_action payout → ""Set Up Payout Method"""
SUBSCRIPTIONS-PAYOUTS-SPWALLET	G — Payout Methods & Verification	SUB-TC-G07	"Payout Settings — ""Edit Details"" sheet"
SUBSCRIPTIONS-PAYOUTS-SPWALLET	G — Payout Methods & Verification	SUB-TC-G08	"""Cannot Delete Primary/Only Method"" guard"
SUBSCRIPTIONS-PAYOUTS-SPWALLET	G — Payout Methods & Verification	SUB-TC-G09	"""Cannot Set as Primary"" (unverified) guard"
SUBSCRIPTIONS-PAYOUTS-SPWALLET	G — Payout Methods & Verification	SUB-TC-G10	Payout history Load More
SUBSCRIPTIONS-PAYOUTS-SPWALLET	G — Payout Methods & Verification	SUB-TC-G11	NoMethodModal flow
SUBSCRIPTIONS-PAYOUTS-SPWALLET	H — Request & Withdraw	SUB-TC-H01	Request Payout — amount validation vs available
SUBSCRIPTIONS-PAYOUTS-SPWALLET	H — Request & Withdraw	SUB-TC-H02	Fee + net summary by method type
SUBSCRIPTIONS-PAYOUTS-SPWALLET	H — Request & Withdraw	SUB-TC-H03	Confirm Payout success
SUBSCRIPTIONS-PAYOUTS-SPWALLET	H — Request & Withdraw	SUB-TC-H04	Request blocked when no method / unverified
SUBSCRIPTIONS-PAYOUTS-SPWALLET	H — Request & Withdraw	SUB-TC-H05	Withdraw Now from Payout Settings hero
SUBSCRIPTIONS-PAYOUTS-SPWALLET	H — Request & Withdraw	SUB-TC-H06	Admin minimum withdrawal blocks smaller payouts
SUBSCRIPTIONS-PAYOUTS-SPWALLET	H — Request & Withdraw	SUB-TC-H07	Minimum withdrawal disabled when config = 0
SUBSCRIPTIONS-PAYOUTS-SPWALLET	I — SP Wallet Balance & Earn	SUB-TC-I01	SP Wallet hero balance + lifetime stats
SUBSCRIPTIONS-PAYOUTS-SPWALLET	I — SP Wallet Balance & Earn	SUB-TC-I02	Quick actions (Shop / Sell / History)
SUBSCRIPTIONS-PAYOUTS-SPWALLET	I — SP Wallet Balance & Earn	SUB-TC-I03	How to Earn SP section + Learn More
SUBSCRIPTIONS-PAYOUTS-SPWALLET	I — SP Wallet Balance & Earn	SUB-TC-I04	SP expiration info + expiring-soon alert
SUBSCRIPTIONS-PAYOUTS-SPWALLET	I — SP Wallet Balance & Earn	SUB-TC-I05	Wallet warning banner by state (active/grace/expired)
SUBSCRIPTIONS-PAYOUTS-SPWALLET	I — SP Wallet Balance & Earn	SUB-TC-I06	Free user SP wallet inactive state
SUBSCRIPTIONS-PAYOUTS-SPWALLET	I — SP Wallet Balance & Earn	SUB-TC-I07	"SP Wallet — ""Reserved in trades"" card"
SUBSCRIPTIONS-PAYOUTS-SPWALLET	I — SP Wallet Balance & Earn	SUB-TC-I08	"SP Wallet — ""Wallet Not Found"" error"
SUBSCRIPTIONS-PAYOUTS-SPWALLET	I — SP Wallet Balance & Earn	SUB-TC-I09	SP Wallet — pending-release summary note
SUBSCRIPTIONS-PAYOUTS-SPWALLET	J — SP Transaction History	SUB-TC-J01	SP History tabs (All / Earned / Spent)
SUBSCRIPTIONS-PAYOUTS-SPWALLET	J — SP Transaction History	SUB-TC-J02	Transaction rows — type icon, label, signed amount
SUBSCRIPTIONS-PAYOUTS-SPWALLET	J — SP Transaction History	SUB-TC-J03	Empty state per tab
SUBSCRIPTIONS-PAYOUTS-SPWALLET	J — SP Transaction History	SUB-TC-J04	Pull-to-refresh updates ledger
SUBSCRIPTIONS-PAYOUTS-SPWALLET	K — Transaction / Billing History (Profile)	SUB-TC-K01	Transaction History list + status badges
SUBSCRIPTIONS-PAYOUTS-SPWALLET	K — Transaction / Billing History (Profile)	SUB-TC-K02	Transaction History empty + error/retry
SUBSCRIPTIONS-PAYOUTS-SPWALLET	L — Webhooks & Reconciliation	SUB-TC-L01	Renewal webhook updates billing history and member state
SUBSCRIPTIONS-PAYOUTS-SPWALLET	L — Webhooks & Reconciliation	SUB-TC-L02	Payment-failed webhook moves subscription into retry / grace state
SUBSCRIPTIONS-PAYOUTS-SPWALLET	L — Webhooks & Reconciliation	SUB-TC-L03	Invalid webhook signature is rejected with no duplicate state change
SUBSCRIPTIONS-PAYOUTS-SPWALLET	L — Webhooks & Reconciliation	SUB-TC-L04	Duplicate webhook delivery is idempotent
SUBSCRIPTIONS-PAYOUTS-SPWALLET	L — Webhooks & Reconciliation	SUB-TC-L05	Payout-status webhook updates seller payout history
SUBSCRIPTIONS-PAYOUTS-SPWALLET	M — Payment Methods (Card on File)	SUB-TC-M01	Payment Methods — loading state
SUBSCRIPTIONS-PAYOUTS-SPWALLET	M — Payment Methods (Card on File)	SUB-TC-M02	Empty state + Add Payment Method (Stripe sheet)
SUBSCRIPTIONS-PAYOUTS-SPWALLET	M — Payment Methods (Card on File)	SUB-TC-M03	Saved-card display + security banner
SUBSCRIPTIONS-PAYOUTS-SPWALLET	M — Payment Methods (Card on File)	SUB-TC-M04	Update Payment Method
SUBSCRIPTIONS-PAYOUTS-SPWALLET	M — Payment Methods (Card on File)	SUB-TC-M05	Remove This Card (confirm + success)
SUBSCRIPTIONS-PAYOUTS-SPWALLET	M — Payment Methods (Card on File)	SUB-TC-M06	Go Back
SUBSCRIPTIONS-PAYOUTS-SPWALLET	M — Payment Methods (Card on File)	SUB-TC-M07	Backend contract — attach / detach / retryFailedPayment branches
SUBSCRIPTIONS-PAYOUTS-SPWALLET	N — Kids Club Join & Continue	SUB-TC-N01	JoinKidsClub value-prop + web CTA
SUBSCRIPTIONS-PAYOUTS-SPWALLET	N — Kids Club Join & Continue	SUB-TC-N02	JoinKidsClub web redirect (passitup.com)
SUBSCRIPTIONS-PAYOUTS-SPWALLET	N — Kids Club Join & Continue	SUB-TC-N03	Route-alias reachability (JoinKidsClub vs deep-link-only aliases)
SUBSCRIPTIONS-PAYOUTS-SPWALLET	N — Kids Club Join & Continue	SUB-TC-N04	ContinueKidsClub active-subscription variant
SUBSCRIPTIONS-PAYOUTS-SPWALLET	N — Kids Club Join & Continue	SUB-TC-N05	ContinueKidsClub loading state
SUBSCRIPTIONS-PAYOUTS-SPWALLET	N — Kids Club Join & Continue	SUB-TC-N06	ContinueKidsClub trial-ending urgency badge
