guide	tc_id	group	description	sub_steps	latest_verdict	latest_date	source_path	still_open	has_pass	finding_note	first_pass_date
SUB	SUB-TC-I07	I — SP Wallet Balance & Earn	"SP Wallet — ""Reserved in trades"" card"	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-I08	I — SP Wallet Balance & Earn	"SP Wallet — ""Wallet Not Found"" error"	1	BLOCKED	2026-09-02	e2e-test-results/qa-task21-sub-close-2026-09-02/report.md	YES		BLOCKED, never passed (fixture/config/environment)	
SUB	SUB-TC-I09	I — SP Wallet Balance & Earn	SP Wallet — pending-release summary note	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-J01	J — SP Transaction History	SP History tabs (All / Earned / Spent)	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-J02	J — SP Transaction History	Transaction rows — type icon, label, signed amount	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-J03	J — SP Transaction History	Empty state per tab	1	BLOCKED	2026-09-02	e2e-test-results/qa-task21-sub-close-2026-09-02/report.md	YES		BLOCKED, never passed (fixture/config/environment)	
SUB	SUB-TC-J04	J — SP Transaction History	Pull-to-refresh updates ledger	1	BLOCKED	2026-09-02	e2e-test-results/qa-task21-sub-close-2026-09-02/report.md	YES		BLOCKED, never passed (fixture/config/environment)	
SUB	SUB-TC-K01	K — Transaction / Billing History (Profile)	Transaction History list + status badges	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-K02	K — Transaction / Billing History (Profile)	Transaction History empty + error/retry	1							
SUB	SUB-TC-L01	L — Webhooks & Reconciliation 🔄	Renewal webhook → billing + member state — **LIVE PASS** (QA Task 21: real test-clock renewal advanced `current_period_end` + wrote `billing_history` row)	1	PASS (partial)	2026-09-02	e2e-test-results/qa-task21-sub-close-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-L02	L — Webhooks & Reconciliation 🔄	Payment-failed webhook → retry/grace — **PARTIAL** (mechanism live-subscribed; no live failing-renewal fixture driven)	1	PASS (partial)	2026-09-03	e2e-test-results/qa-task25-consolidated-2026-09-03/report.md		YES		2026-09-02
SUB	SUB-TC-L03	L — Webhooks & Reconciliation 🔄	Invalid webhook signature rejected — **PARTIAL** (source+deployed parity; negative-signature POST not driven)	1	PASS (partial)	2026-09-02	e2e-test-results/qa-task21-sub-close-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-L04	L — Webhooks & Reconciliation 🔄	Duplicate webhook delivery idempotent — **LIVE PASS** (QA Task 21: 4 webhook events → ONE `subscriptions` + ONE `subscription_events` row)	1	PASS (partial)	2026-09-02	e2e-test-results/qa-task21-sub-close-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-L05	L — Webhooks & Reconciliation 🔄	Payout-status webhook updates seller payout history (payout domain)	1	PASS (partial)	2026-09-02	e2e-test-results/qa-task21-sub-close-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-M01	M — Payment Methods (Card on File)	Payment Methods — loading state	1							
SUB	SUB-TC-M02	M — Payment Methods (Card on File)	Empty state + Add Payment Method (Stripe sheet)	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-M03	M — Payment Methods (Card on File)	Saved-card display + security banner	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-M04	M — Payment Methods (Card on File)	Update Payment Method	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-M05	M — Payment Methods (Card on File)	Remove This Card (confirm + success)	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-M06	M — Payment Methods (Card on File)	Go Back	1							
SUB	SUB-TC-M07	M — Payment Methods (Card on File)	Backend contract — attach / detach / retryFailedPayment branches	1							
SUB	SUB-TC-N01	N — Kids Club Join & Continue	JoinKidsClub value-prop + web CTA	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-N02	N — Kids Club Join & Continue	JoinKidsClub web redirect (passitup.com)	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-N03	N — Kids Club Join & Continue	Route-alias reachability (JoinKidsClub vs deep-link-only aliases)	1							
SUB	SUB-TC-N04	N — Kids Club Join & Continue	ContinueKidsClub active-subscription variant	1							
SUB	SUB-TC-N05	N — Kids Club Join & Continue	ContinueKidsClub loading state	1							
SUB	SUB-TC-N06	N — Kids Club Join & Continue	ContinueKidsClub trial-ending urgency badge	1							
TRD	TRD-TC-A01	A — Core Happy Paths	Cash Only: full happy path (buyer confirms)	1	PASS	2026-08-28	e2e-test-results/qa-trd-group-a-b-2026-08-28/report.md		YES		2026-08-27
TRD	TRD-TC-A02	A — Core Happy Paths	Accept SP: SP entry at offer → seller accepts → buyer confirms	1	FAIL	2026-08-28	e2e-test-results/qa-trd-reverify-a02-b02-b06-2026-08-28/report.md	YES	YES	FAIL after earlier PASS 2026-08-27 (regression/re-open) — ✅ **PASS** | 2026-08-28 | `01-05,10-15*.png`, DB trade `259238d9`	2026-08-27
TRD	TRD-TC-A03	A — Core Happy Paths	Accept SP: Pay Cash (0 SP) — subscriber seller still earns SP	1							
TRD	TRD-TC-A04	A — Core Happy Paths	Donate listing: [Claim] button, no charge	1							
TRD	TRD-TC-B01	B — Offer Lifecycle	Seller declines offer	1	PASS	2026-08-28	e2e-test-results/qa-trd-group-a-b-2026-08-28/report.md		YES		2026-08-28
TRD	TRD-TC-B02	B — Offer Lifecycle	Offer expires (seller never responds) + seller ignore prompt	1	FAIL	2026-08-28	e2e-test-results/qa-trd-reverify-a02-b02-b06-2026-08-28/report.md	YES	YES	FAIL after earlier PASS 2026-08-28 (regression/re-open) — 🔴 **FAIL (fresh finding)** | 2026-08-28 | `07*.png`, DB trade `4391d969`, counters	2026-08-28
TRD	TRD-TC-B03	B — Offer Lifecycle	Multiple competing offers — sort order + auto-decline	1	SKIPPED	2026-08-28	e2e-test-results/qa-trd-group-a-b-2026-08-28/report.md				
TRD	TRD-TC-B04	B — Offer Lifecycle	Buyer cancels pending trade — no consequence level	1	PASS	2026-08-28	e2e-test-results/qa-trd-group-a-b-2026-08-28/report.md		YES		2026-08-28
TRD	TRD-TC-B05	B — Offer Lifecycle	Per-seller cap: max 3 pending offers per seller (2026-07-18)	1	BLOCKED	2026-08-28	e2e-test-results/qa-trd-group-a-b-2026-08-28/report.md	YES		BLOCKED, never passed (fixture/config/environment) — ✅ PASS | 2026-08-28 | `32*.png`, DB: 3 pending (`ec233d3b`, `54f84a4c`, `028f3250`) → 4th blocked	
TRD	TRD-TC-B05a	B — Offer Lifecycle	Per-seller cap: Buyer at 3 with Seller A can still submit to Seller B	1	PASS	2026-08-28	e2e-test-results/qa-trd-group-a-b-2026-08-28/report.md		YES		2026-08-28
TRD	TRD-TC-B05b	B — Offer Lifecycle	Per-seller cap: Blocked at 4th offer to same seller	1	PASS	2026-08-28	e2e-test-results/qa-trd-group-a-b-2026-08-28/report.md		YES		2026-08-28
TRD	TRD-TC-B05c	B — Offer Lifecycle	Per-seller cap: Bundle offer counts as 1 slot, not N	1	SKIPPED	2026-08-28	e2e-test-results/qa-trd-group-a-b-2026-08-28/report.md				
TRD	TRD-TC-B05d	B — Offer Lifecycle	Per-seller cap: Expired offer frees slot immediately	1	PASS	2026-08-28	e2e-test-results/qa-trd-group-a-b-2026-08-28/report.md		YES		2026-08-28
TRD	TRD-TC-B05e	B — Offer Lifecycle	Regression: No leftover global cap blocks buyer over old global limit	1	BLOCKED	2026-08-28	e2e-test-results/qa-trd-group-a-b-2026-08-28/report.md	YES	YES	re-opened (env/fixture) — PASS on record 2026-08-28 — 2026-08-28 | — (fixture gap: `test-seller-3` does not exist)	2026-08-28
TRD	TRD-TC-B05f	B — Offer Lifecycle	Admin config: Change offer cap from 3 to 5 on Trade Timing page	1	SKIPPED	2026-08-28	e2e-test-results/qa-trd-group-a-b-2026-08-28/report.md		YES		2026-08-28
TRD	TRD-TC-B05g	B — Offer Lifecycle	Admin config: Revert cap from 5 back to 3 (forward-looking only)	1	SKIPPED	2026-08-28	e2e-test-results/qa-trd-group-a-b-2026-08-28/report.md		YES		2026-08-28
TRD	TRD-TC-B05h	B — Offer Lifecycle	Admin config: Validation — reject invalid values (0, 11)	1	SKIPPED	2026-08-28	e2e-test-results/qa-trd-group-a-b-2026-08-28/report.md		YES		2026-08-28
TRD	TRD-TC-B05i	B — Offer Lifecycle	Mobile client: Config fetch failure — graceful degradation	1	BLOCKED	2026-08-28	e2e-test-results/qa-trd-group-a-b-2026-08-28/report.md	YES	YES	re-opened (env/fixture) — PASS on record 2026-08-28 — 2026-08-28 | — (no QA toggle exists; simulating requires shared-staging mutation)	2026-08-28
TRD	TRD-TC-B05j	B — Offer Lifecycle	Regression: Per-seller scope + bundle=1 still hold after config change	1	BLOCKED	2026-08-28	e2e-test-results/qa-trd-group-a-b-2026-08-28/report.md	YES	YES	re-opened (env/fixture) — PASS on record 2026-08-28 — 🔴 BLOCKED | 2026-08-28 | — (requires admin_config write to cap=5 + admin portal)	2026-08-28
TRD	TRD-TC-B06	B — Offer Lifecycle	Card declined at offer submission	1	BLOCKED	2026-08-28	e2e-test-results/qa-trd-reverify-a02-b02-b06-2026-08-28/report.md	YES		BLOCKED, never passed (fixture/config/environment) — ✅ **PASS** | 2026-08-28 | `08*.png`, DB (no offer/SP)	
TRD	TRD-TC-B07	B — Offer Lifecycle	Expired offer timeline — no message button	1	PASS	2026-08-28	e2e-test-results/qa-trd-group-a-b-2026-08-28/report.md		YES		2026-08-28
TRD	TRD-TC-B08	B — Offer Lifecycle	Chat frozen after trade is cancelled or completed	1	PASS	2026-08-28	e2e-test-results/qa-trd-group-a-b-2026-08-28/report.md		YES		2026-08-28
TRD	TRD-TC-B09	B — Offer Lifecycle	Chat remains active for in_progress trades	1							
TRD	TRD-TC-B10	B — Offer Lifecycle	Replace Card path (saved card → new card)	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
TRD	TRD-TC-B11	B — Offer Lifecycle	Subscribe-upsell → JoinKidsClub	1							
TRD	TRD-TC-B12	B — Offer Lifecycle	SP info tooltip (not wired — flag)	1							
TRD	TRD-TC-B13	B — Offer Lifecycle	Duplicate-offer modal navigation (dead code — flag)	1							
TRD	TRD-TC-C01	C — SP Behavior	SP reserved on offer submission	1	PASS	2026-08-28	e2e-test-results/qa-trd-b-c-d-e-2026-08-28/report.md		YES		2026-08-27
TRD	TRD-TC-C02	C — SP Behavior	SP restored to buyer on seller decline	1	PASS	2026-08-28	e2e-test-results/qa-trd-b-c-d-e-2026-08-28/report.md		YES		2026-08-28
TRD	TRD-TC-C03	C — SP Behavior	SP restored to buyer on offer expiry	1	PASS	2026-08-28	e2e-test-results/qa-trd-b-c-d-e-2026-08-28/report.md		YES		2026-08-28
TRD	TRD-TC-C04	C — SP Behavior	SP stays reserved when seller accepts	1	PASS	2026-08-28	e2e-test-results/qa-trd-b-c-d-e-2026-08-28/report.md		YES		2026-08-28
TRD	TRD-TC-C05	C — SP Behavior	SP released to seller at trade completion	1	PASS	2026-08-28	e2e-test-results/qa-trd-b-c-d-e-2026-08-28/report.md		YES		2026-08-28
TRD	TRD-TC-C06	C — SP Behavior	SP restored to buyer on seller cancel (in_progress)	1	PASS	2026-08-28	e2e-test-results/qa-trd-b-c-d-e-2026-08-28/report.md		YES		2026-08-28
TRD	TRD-TC-C07	C — SP Behavior	Free user sees locked Use SP button + upgrade modal	1	PASS	2026-08-28	e2e-test-results/qa-trd-b-c-d-e-2026-08-28/report.md		YES		2026-08-28
TRD	TRD-TC-C08	C — SP Behavior	SP entry capped by the item's category cap (50–80%, admin-configurable)	1	PASS	2026-08-28	e2e-test-results/qa-trd-b-c-d-e-2026-08-28/report.md		YES		2026-08-28
TRD	TRD-TC-D01	D — Auto-Complete & Timers	Auto-complete when buyer never taps I Got It	1	PASS	2026-08-28	e2e-test-results/qa-trd-b-c-d-e-2026-08-28/report.md		YES		2026-08-28
TRD	TRD-TC-D02	D — Auto-Complete & Timers	Auto-complete skipped when dispute is open	1	SKIPPED	2026-08-28	e2e-test-results/qa-trd-b-c-d-e-2026-08-28/report.md				
TRD	TRD-TC-D03	D — Auto-Complete & Timers	Offer countdown pill color states	1	PASS	2026-08-28	e2e-test-results/qa-trd-b-c-d-e-2026-08-28/report.md		YES		2026-08-28
TRD	TRD-TC-D04	D — Auto-Complete & Timers	Auto-complete banner visible to buyer only	1	PASS	2026-08-28	e2e-test-results/qa-trd-b-c-d-e-2026-08-28/report.md		YES		2026-08-28
TRD	TRD-TC-D05	D — Auto-Complete & Timers	Post-meetup nudge after auto-complete	1							
TRD	TRD-TC-D06	W — Admin Bundle Trade Views	Pickup window drives the auto-complete deadline (R2 — configurable)	1							
TRD	TRD-TC-E01	E — Dispute Flow	Buyer opens Report a Problem modal	1	BLOCKED	2026-08-29	e2e-test-results/qa-task6-e-reverify-2026-08-29/report.md	YES		BLOCKED, never passed (fixture/config/environment) — Report Problem button occluded by the floating `PersistentTabBar` pill on the buyer in_progress timeline → dispute entry unreachable via UI | ✅ **PARTIAL** — **DEV-TASK-40** (2026-08-29) on-device ver	
TRD	TRD-TC-E02	E — Dispute Flow	Disputed trade does not auto-complete	1	PASS	2026-08-28	e2e-test-results/qa-trd-b-c-d-e-2026-08-28/report.md		YES		2026-08-28
TRD	TRD-TC-E03	E — Dispute Flow	Buyer UI during active dispute	1	PASS	2026-08-29	e2e-test-results/qa-task6-e-reverify-2026-08-29/report.md		YES		2026-08-28
TRD	TRD-TC-E04	E — Dispute Flow	Seller UI during active dispute	1	PASS	2026-08-29	e2e-test-results/qa-task6-e-reverify-2026-08-29/report.md		YES		2026-08-28
TRD	TRD-TC-E05	E — Dispute Flow	Admin resolves dispute → Complete	1							
TRD	TRD-TC-E06	E — Dispute Flow	Admin resolves dispute → Refund	1							
TRD	TRD-TC-E07	E — Dispute Flow	Report an Issue modal — no reason (disabled submit)	1	BLOCKED	2026-08-29	e2e-test-results/qa-task6-e-reverify-2026-08-29/report.md	YES		BLOCKED, never passed (fixture/config/environment) — `TradeDisputeScreen` registered but **no `navigate('TradeDispute')`** and **no deep link** → screen unreachable | ❌ **None** — DEV-TASK-42B **removed** the dead screen and **re-specified** E07–E10 to 	
TRD	TRD-TC-E08	E — Dispute Flow	Report an Issue modal — reason selected (non-Other)	1	BLOCKED	2026-08-29	e2e-test-results/qa-task6-e-reverify-2026-08-29/report.md	YES		BLOCKED, never passed (fixture/config/environment) — Same as E07 | ❌ **None** — re-specified, not yet re-run | same	
TRD	TRD-TC-E09	E — Dispute Flow	"Report an Issue modal — ""Other"" + min-20 description"	1	BLOCKED	2026-08-29	e2e-test-results/qa-task6-e-reverify-2026-08-29/report.md	YES		BLOCKED, never passed (fixture/config/environment) — Same as E07 | ❌ **None** — re-specified, not yet re-run | same	
TRD	TRD-TC-E10	E — Dispute Flow	Report an Issue modal — submitting + success/error	1	BLOCKED	2026-08-29	e2e-test-results/qa-task6-e-reverify-2026-08-29/report.md	YES		BLOCKED, never passed (fixture/config/environment) — Same as E07 | ❌ **None** — re-specified, not yet re-run | same	
TRD	TRD-TC-F01	F — Payout	Payout shown on completion (no dispute)	1	PASS	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md		YES		2026-08-29
TRD	TRD-TC-F02	F — Payout	Payout held when dispute is open	1	PASS	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md		YES		2026-08-29
TRD	TRD-TC-F03	F — Payout	Payout needs action when seller has no payout method	1	PASS	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md		YES		2026-08-29
TRD	TRD-TC-G01	G — Notifications	Offer expiry reminders to seller	1	PASS	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md		YES		2026-08-29
TRD	TRD-TC-G02	G — Notifications	Auto-complete reminders to buyer	1	PASS	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md		YES		2026-08-29
TRD	TRD-TC-G03	G — Notifications	Notification throttle per trade	1	PASS	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md		YES		2026-08-29
TRD	TRD-TC-G04	G — Notifications	Push notifications deep-link to correct screen	1							
TRD	TRD-TC-G05	G — Notifications	Buyer cancel-request notification to seller	2							
TRD	TRD-TC-G06	G — Notifications	Cancel-request outcome notifications to buyer	1							
TRD	TRD-TC-G07	G — Notifications	Cancel-request resolution (keep-trade) notifications	1							
TRD	TRD-TC-H01	H — Completion CTAs	Free buyer sees subscription CTA	1	PASS	2026-08-31	e2e-test-results/qa-task16-close-trd-2026-08-31/report.md		YES		2026-08-29
TRD	TRD-TC-H02	H — Completion CTAs	"Subscriber buyer used SP — ""You saved $X"""	1	PASS	2026-08-31	e2e-test-results/qa-task16-close-trd-2026-08-31/report.md		YES		2026-08-29
TRD	TRD-TC-H03	H — Completion CTAs	Subscriber seller on Accept SP listing — SP pending notice	1	PASS	2026-08-31	e2e-test-results/qa-task16-close-trd-2026-08-31/report.md		YES		2026-08-29
TRD	TRD-TC-H04	H — Completion CTAs	Subscriber seller on Cash Only listing — upsell	1	PASS	2026-08-31	e2e-test-results/qa-task16-close-trd-2026-08-31/report.md		YES		2026-08-29
TRD	TRD-TC-H05	H — Completion CTAs	Subscription lifecycle — trial / paid / cancel regression	1	BLOCKED	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md	YES		BLOCKED, never passed (fixture/config/environment)	
TRD	TRD-TC-I01	I — Safety UX	Safe meetup card on in_progress trade	1	PASS	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md		YES		2026-08-29
TRD	TRD-TC-I02	I — Safety UX	Safe meetup card dismissible per trade	1	PASS	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md		YES		2026-08-29
TRD	TRD-TC-I03	I — Safety UX	In-chat safety banner persistent	1	PASS	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md		YES		2026-08-29
TRD	TRD-TC-I04	I — Safety UX	Pre-first-message safety modal once per listing	1	PASS	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md		YES		2026-08-29
TRD	TRD-TC-I05	I — Safety UX	Chat quick-reply chips on in_progress trade	1	FAIL	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md	YES		FAIL, unresolved	
TRD	TRD-TC-I06	I — Safety UX	Liability disclaimer modal gates purchase (checkbox + Accept & Continue)	1	PASS	2026-08-31	e2e-test-results/qa-task16-close-trd-2026-08-31/report.md		YES		2026-08-29
TRD	TRD-TC-I07	I — Safety UX	Disclaimer modal Cancel path — no trade created	1	PASS	2026-08-31	e2e-test-results/qa-task16-close-trd-2026-08-31/report.md		YES		2026-08-29
TRD	TRD-TC-I08	I — Safety UX	Disclaimer modal ✕ close behaves like Cancel	1	PASS	2026-08-31	e2e-test-results/qa-task16-close-trd-2026-08-31/report.md		YES		2026-08-29
TRD	TRD-TC-I09	I — Safety UX	Disclaimer checkbox resets to unchecked on reopen	1	PASS	2026-08-31	e2e-test-results/qa-task16-close-trd-2026-08-31/report.md		YES		2026-08-29
TRD	TRD-TC-I10	I — Safety UX	Disclaimer modal loading state	1	PASS	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md		YES		2026-08-29
TRD	TRD-TC-I11	I — Safety UX	Disclaimer modal not shown for non-trade actions	1	PASS	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md		YES		2026-08-29
TRD	TRD-TC-J01	J — Seller Cancel Consequences	Seller cancels in_progress trade → Level 1	1	FAIL	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md	YES		FAIL, unresolved	
TRD	TRD-TC-J02	J — Seller Cancel Consequences	2nd post-acceptance cancel → Level 2	1	FAIL	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md	YES		FAIL, unresolved	
TRD	TRD-TC-J03	J — Seller Cancel Consequences	3rd post-acceptance cancel → Level 3	1	FAIL	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md	YES		FAIL, unresolved	
TRD	TRD-TC-J04	J — Seller Cancel Consequences	Seller cancel button only on in_progress	1	PASS	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md		YES		2026-08-29
TRD	TRD-TC-J05	J — Seller Cancel Consequences	Seller cancel modal shows seller reasons only	1	PASS	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md		YES		2026-08-29
TRD	TRD-TC-K01	K — Value Stack & Fees	Subscriber sees $1.49 fee + Sales Tax line in value stack	1	PASS	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md		YES		2026-08-29
TRD	TRD-TC-K02	K — Value Stack & Fees	Non-subscriber sees tiered fee (first-trade $1.49) + Sales Tax line in value stack	1	PASS	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md		YES		2026-08-29
TRD	TRD-TC-K03	K — Value Stack & Fees	SP discount row conditional on SP used	1	PASS	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md		YES		2026-08-29
TRD	TRD-TC-K04	K — Value Stack & Fees	Bundle checkout — fee charged per item (admin toggle OFF)	1	PASS	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md		YES		2026-08-29
TRD	TRD-TC-K05	K — Value Stack & Fees	Bundle checkout — one fee per bundle (admin toggle ON)	1	PASS	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md		YES		2026-08-29
TRD	TRD-TC-K06	K — Value Stack & Fees	Bundle timeline — fee display matches charge mode	1	PASS	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md		YES		2026-08-29
TRD	TRD-TC-K07	K — Value Stack & Fees	Admin partial refund — refund price only, keep fee	1	PASS (partial)	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md		YES		2026-08-29
TRD	TRD-TC-K08	K — Value Stack & Fees	Admin partial refund — tax ledger partially refunded	1	PASS	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md		YES		2026-08-29
TRD	TRD-TC-K09	K — Value Stack & Fees	Payments reconciliation page — charged vs refunded per trade	1	PASS (partial)	2026-08-29	e2e-test-results/qa-task5-trd-f-k-2026-08-29/report.md		YES		2026-08-29
TRD	TRD-TC-K10	K — Value Stack & Fees	Server-side enforcement — one-fee-per-bundle with stale client	1							
TRD	TRD-TC-K11	K — Value Stack & Fees	Seller fee = 5% × cash portion (SP trade)	1	PASS	2026-08-31	e2e-test-results/qa-task16-close-trd-2026-08-31/report.md		YES		2026-08-29
TRD	TRD-TC-L01	L — Bundle Flows	Bundle banner on trade detail	1							
TRD	TRD-TC-L02	L — Bundle Flows	Confirm All shortcut for bundle (buyer)	1							
TRD	TRD-TC-L03	L — Bundle Flows	Bundle offer rows in Offers tab (seller)	1							
TRD	TRD-TC-L04	L — Bundle Flows	Non-bundle offers render as single rows	1							
TRD	TRD-TC-L05	L — Bundle Flows	In-progress bundles section in Buying tab	1							
TRD	TRD-TC-L06	L — Bundle Flows	Bundle banner in Review Offer screen	1							
TRD	TRD-TC-L07	L — Bundle Flows	Accept All N Items in Review Offer screen	1							
TRD	TRD-TC-L08	L — Bundle Flows	Individual accept/decline alongside bundle siblings	1							
TRD	TRD-TC-L09	L — Bundle Flows	Bundle card in Your Offers (buyer)	1							
TRD	TRD-TC-L10	L — Bundle Flows	Bundle cancel prompt (buyer + seller)	1							
TRD	TRD-TC-L11	L — Bundle Flows	Bundle checkout skips items already in an active trade — buyer notified, flow continues	1							
TRD	TRD-TC-M01	M — Cart (End User)	Add first item → active cart created	1							
TRD	TRD-TC-M02	M — Cart (End User)	Add second item from same seller	1							
TRD	TRD-TC-M03	M — Cart (End User)	Add item from different seller → choice modal	1							
TRD	TRD-TC-M04	M — Cart (End User)	Replace Cart option	1							
TRD	TRD-TC-M05	M — Cart (End User)	Cannot add own item to cart	1	PASS	2026-08-30	e2e-test-results/qa-task9-dt63-fix-verify-2026-08-30/report.md		YES		2026-08-30
TRD	TRD-TC-M06	M — Cart (End User)	Cannot add unavailable / out-of-node item	1							
TRD	TRD-TC-M07	M — Cart (End User)	Duplicate item prevented in same cart	1							
TRD	TRD-TC-M08	M — Cart (End User)	Remove item from cart	1							
TRD	TRD-TC-M09	M — Cart (End User)	Clear cart	1							
TRD	TRD-TC-M10	M — Cart (End User)	Saved carts: max 3, server rejects 4th save, switch cart	1	PASS	2026-08-30	e2e-test-results/qa-task9-dt63-fix-verify-2026-08-30/report.md		YES		2026-08-30
TRD	TRD-TC-M11	M — Cart (End User)	Minimum cart value warning + checkout blocked	1							
TRD	TRD-TC-M12	M — Cart (End User)	Max SP available shown per cart item (subscriber)	1	PASS	2026-08-30	e2e-test-results/qa-task9-dt63-fix-verify-2026-08-30/report.md		YES		2026-08-30
TRD	TRD-TC-M13	M — Cart (End User)	Realtime: item becomes unavailable while in cart	1	PASS	2026-08-30	e2e-test-results/qa-task9-dt63-fix-verify-2026-08-30/report.md		YES		2026-08-30
TRD	TRD-TC-M14	M — Cart (End User)	Favorites add / remove	1							
TRD	TRD-TC-M15	M — Cart (End User)	Favorites screen: availability + empty state	1							
TRD	TRD-TC-M16	M — Cart (End User)	Success toast appears and auto-dismisses on add-to-cart	1							
TRD	TRD-TC-M17	M — Cart (End User)	Cart badge increments in sync with toast	1							
TRD	TRD-TC-M18	M — Cart (End User)	"Toast copy uses ""Trade Basket"" terminology"	1							
TRD	TRD-TC-M19	M — Cart (End User)	Home dashboard Favorites quick-action tile navigates to Favorites	1							
TRD	TRD-TC-M20	M — Cart (End User)	Discover header heart icon navigates to Favorites	1	PASS	2026-08-30	e2e-test-results/qa-task9-dt63-fix-verify-2026-08-30/report.md		YES		2026-08-30
TRD	TRD-TC-N01	N — Cart (Admin)	Admin sets minimum cart value → reflects in app	1							
TRD	TRD-TC-N02	N — Cart (Admin)	Admin minimum cart value validation	1	PASS	2026-08-30	e2e-test-results/qa-task9-dt63-fix-verify-2026-08-30/report.md		YES		2026-08-30
TRD	TRD-TC-N03	N — Cart (Admin)	Admin updates Minimum Listing Price on Config → Fees tab	1							
TRD	TRD-TC-N04	N — Cart (Admin)	Seller cannot publish single-item listing below threshold	1	PASS	2026-08-30	e2e-test-results/qa-task11-nopqr-2026-08-30/report.md		YES		2026-08-30
TRD	TRD-TC-N05	N — Cart (Admin)	Bulk: below-threshold items flagged, valid items publish	1	PASS (partial)	2026-08-31	e2e-test-results/qa-task13-dt71-dt72-verify-2026-08-31/report.md		YES		2026-08-31
TRD	TRD-TC-N06	N — Cart (Admin)	Existing listing auto-paused when threshold raised above price	1	PASS	2026-08-30	e2e-test-results/qa-task12-close-2026-08-30/report.md		YES		2026-08-30
TRD	TRD-TC-N07	N — Cart (Admin)	Seller raises price to meet threshold → listing repurchasable	1							
